id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 2.50, 3.00, 2.50, 7.90
6, 2.50, 9.90, 2.50, 14.80
7, 2.50, 16.80, 2.50, 21.70
8, 2.50, 23.70, 2.50, 28.60
9, 5.00, 3.00, 5.00, 7.90
10, 5.00, 9.90, 5.00, 14.80
11, 5.00, 16.80, 5.00, 21.70
12, 5.00, 23.70, 5.00, 28.60
13, 7.50, 3.00, 7.50, 7.90
14, 7.50, 9.90, 7.50, 14.80
15, 7.50, 16.80, 7.50, 21.70
16, 7.50, 23.70, 7.50, 28.60
17, 10.00, 3.00, 10.00, 7.90
18, 10.00, 9.90, 10.00, 14.80
19, 10.00, 16.80, 10.00, 21.70
20, 10.00, 23.70, 10.00, 28.60
21, 12.50, 3.00, 12.50, 7.90
22, 12.50, 9.90, 12.50, 14.80
23, 12.50, 16.80, 12.50, 21.70
24, 12.50, 23.70, 12.50, 28.60
25, 15.00, 3.00, 15.00, 7.90
26, 15.00, 9.90, 15.00, 14.80
27, 15.00, 16.80, 15.00, 21.70
28, 15.00, 23.70, 15.00, 28.60
29, 17.50, 3.00, 17.50, 7.90
30, 17.50, 9.90, 17.50, 14.80
31, 17.50, 16.80, 17.50, 21.70
32, 17.50, 23.70, 17.50, 28.60
33, 20.00, 3.00, 20.00, 7.90
34, 20.00, 9.90, 20.00, 14.80
35, 20.00, 16.80, 20.00, 21.70
36, 20.00, 23.70, 20.00, 28.60
37, 22.50, 3.00, 22.50, 7.90
38, 22.50, 9.90, 22.50, 14.80
39, 22.50, 16.80, 22.50, 21.70
40, 22.50, 23.70, 22.50, 28.60
41, 25.00, 3.00, 25.00, 7.90
42, 25.00, 9.90, 25.00, 14.80
43, 25.00, 16.80, 25.00, 21.70
44, 25.00, 23.70, 25.00, 28.60
45, 27.50, 3.00, 27.50, 7.90
46, 27.50, 9.90, 27.50, 14.80
47, 27.50, 16.80, 27.50, 21.70
48, 27.50, 23.70, 27.50, 28.60
49, 30.00, 3.00, 30.00, 7.90
50, 30.00, 9.90, 30.00, 14.80
51, 30.00, 16.80, 30.00, 21.70
52, 30.00, 23.70, 30.00, 28.60
53, 32.50, 3.00, 32.50, 7.90
54, 32.50, 9.90, 32.50, 14.80
55, 32.50, 16.80, 32.50, 21.70
56, 32.50, 23.70, 32.50, 28.60
57, 35.00, 3.00, 35.00, 7.90
58, 35.00, 9.90, 35.00, 14.80
59, 35.00, 16.80, 35.00, 21.70
60, 35.00, 23.70, 35.00, 28.60
61, 37.50, 3.00, 37.50, 7.90
62, 37.50, 9.90, 37.50, 14.80
63, 37.50, 16.80, 37.50, 21.70
64, 37.50, 23.70, 37.50, 28.60
65, 40.00, 3.00, 40.00, 7.90
66, 40.00, 9.90, 40.00, 14.80
67, 40.00, 16.80, 40.00, 21.70
68, 40.00, 23.70, 40.00, 28.60
69, 42.50, 3.00, 42.50, 7.90
70, 42.50, 9.90, 42.50, 14.80
71, 42.50, 16.80, 42.50, 21.70
72, 42.50, 23.70, 42.50, 28.60
73, 45.00, 3.00, 45.00, 7.90
74, 45.00, 9.90, 45.00, 14.80
75, 45.00, 16.80, 45.00, 21.70
76, 45.00, 23.70, 45.00, 28.60
77, 47.50, 3.00, 47.50, 7.90
78, 47.50, 9.90, 47.50, 14.80
79, 47.50, 16.80, 47.50, 21.70
80, 47.50, 23.70, 47.50, 28.60
