id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 0.00, 37.50, 0.00, 42.40
7, 0.00, 44.40, 0.00, 49.30
8, 0.00, 51.30, 0.00, 56.20
9, 2.50, 3.00, 2.50, 7.90
10, 2.50, 9.90, 2.50, 14.80
11, 2.50, 16.80, 2.50, 21.70
12, 2.50, 23.70, 2.50, 28.60
13, 2.50, 30.60, 2.50, 35.50
14, 2.50, 37.50, 2.50, 42.40
15, 2.50, 44.40, 2.50, 49.30
16, 2.50, 51.30, 2.50, 56.20
17, 5.00, 3.00, 5.00, 7.90
18, 5.00, 9.90, 5.00, 14.80
19, 5.00, 16.80, 5.00, 21.70
20, 5.00, 23.70, 5.00, 28.60
21, 5.00, 30.60, 5.00, 35.50
22, 5.00, 37.50, 5.00, 42.40
23, 5.00, 44.40, 5.00, 49.30
24, 5.00, 51.30, 5.00, 56.20
25, 7.50, 3.00, 7.50, 7.90
26, 7.50, 9.90, 7.50, 14.80
27, 7.50, 16.80, 7.50, 21.70
28, 7.50, 23.70, 7.50, 28.60
29, 7.50, 30.60, 7.50, 35.50
30, 7.50, 37.50, 7.50, 42.40
31, 7.50, 44.40, 7.50, 49.30
32, 7.50, 51.30, 7.50, 56.20
33, 10.00, 3.00, 10.00, 7.90
34, 10.00, 9.90, 10.00, 14.80
35, 10.00, 16.80, 10.00, 21.70
36, 10.00, 23.70, 10.00, 28.60
37, 10.00, 30.60, 10.00, 35.50
38, 10.00, 37.50, 10.00, 42.40
39, 10.00, 44.40, 10.00, 49.30
40, 10.00, 51.30, 10.00, 56.20
41, 12.50, 3.00, 12.50, 7.90
42, 12.50, 9.90, 12.50, 14.80
43, 12.50, 16.80, 12.50, 21.70
44, 12.50, 23.70, 12.50, 28.60
45, 12.50, 30.60, 12.50, 35.50
46, 12.50, 37.50, 12.50, 42.40
47, 12.50, 44.40, 12.50, 49.30
48, 12.50, 51.30, 12.50, 56.20
49, 15.00, 3.00, 15.00, 7.90
50, 15.00, 9.90, 15.00, 14.80
51, 15.00, 16.80, 15.00, 21.70
52, 15.00, 23.70, 15.00, 28.60
53, 15.00, 30.60, 15.00, 35.50
54, 15.00, 37.50, 15.00, 42.40
55, 15.00, 44.40, 15.00, 49.30
56, 15.00, 51.30, 15.00, 56.20
57, 17.50, 3.00, 17.50, 7.90
58, 17.50, 9.90, 17.50, 14.80
59, 17.50, 16.80, 17.50, 21.70
60, 17.50, 23.70, 17.50, 28.60
61, 17.50, 30.60, 17.50, 35.50
62, 17.50, 37.50, 17.50, 42.40
63, 17.50, 44.40, 17.50, 49.30
64, 17.50, 51.30, 17.50, 56.20
65, 20.00, 3.00, 20.00, 7.90
66, 20.00, 9.90, 20.00, 14.80
67, 20.00, 16.80, 20.00, 21.70
68, 20.00, 23.70, 20.00, 28.60
69, 20.00, 30.60, 20.00, 35.50
70, 20.00, 37.50, 20.00, 42.40
71, 20.00, 44.40, 20.00, 49.30
72, 20.00, 51.30, 20.00, 56.20
73, 22.50, 3.00, 22.50, 7.90
74, 22.50, 9.90, 22.50, 14.80
75, 22.50, 16.80, 22.50, 21.70
76, 22.50, 23.70, 22.50, 28.60
77, 22.50, 30.60, 22.50, 35.50
78, 22.50, 37.50, 22.50, 42.40
79, 22.50, 44.40, 22.50, 49.30
80, 22.50, 51.30, 22.50, 56.20
81, 25.00, 3.00, 25.00, 7.90
82, 25.00, 9.90, 25.00, 14.80
83, 25.00, 16.80, 25.00, 21.70
84, 25.00, 23.70, 25.00, 28.60
85, 25.00, 30.60, 25.00, 35.50
86, 25.00, 37.50, 25.00, 42.40
87, 25.00, 44.40, 25.00, 49.30
88, 25.00, 51.30, 25.00, 56.20
89, 27.50, 3.00, 27.50, 7.90
90, 27.50, 9.90, 27.50, 14.80
91, 27.50, 16.80, 27.50, 21.70
92, 27.50, 23.70, 27.50, 28.60
93, 27.50, 30.60, 27.50, 35.50
94, 27.50, 37.50, 27.50, 42.40
95, 27.50, 44.40, 27.50, 49.30
96, 27.50, 51.30, 27.50, 56.20
97, 30.00, 3.00, 30.00, 7.90
98, 30.00, 9.90, 30.00, 14.80
99, 30.00, 16.80, 30.00, 21.70
100, 30.00, 23.70, 30.00, 28.60
101, 30.00, 30.60, 30.00, 35.50
102, 30.00, 37.50, 30.00, 42.40
103, 30.00, 44.40, 30.00, 49.30
104, 30.00, 51.30, 30.00, 56.20
105, 32.50, 3.00, 32.50, 7.90
106, 32.50, 9.90, 32.50, 14.80
107, 32.50, 16.80, 32.50, 21.70
108, 32.50, 23.70, 32.50, 28.60
109, 32.50, 30.60, 32.50, 35.50
110, 32.50, 37.50, 32.50, 42.40
111, 32.50, 44.40, 32.50, 49.30
112, 32.50, 51.30, 32.50, 56.20
113, 35.00, 3.00, 35.00, 7.90
114, 35.00, 9.90, 35.00, 14.80
115, 35.00, 16.80, 35.00, 21.70
116, 35.00, 23.70, 35.00, 28.60
117, 35.00, 30.60, 35.00, 35.50
118, 35.00, 37.50, 35.00, 42.40
119, 35.00, 44.40, 35.00, 49.30
120, 35.00, 51.30, 35.00, 56.20
121, 37.50, 3.00, 37.50, 7.90
122, 37.50, 9.90, 37.50, 14.80
123, 37.50, 16.80, 37.50, 21.70
124, 37.50, 23.70, 37.50, 28.60
125, 37.50, 30.60, 37.50, 35.50
126, 37.50, 37.50, 37.50, 42.40
127, 37.50, 44.40, 37.50, 49.30
128, 37.50, 51.30, 37.50, 56.20
129, 40.00, 3.00, 40.00, 7.90
130, 40.00, 9.90, 40.00, 14.80
131, 40.00, 16.80, 40.00, 21.70
132, 40.00, 23.70, 40.00, 28.60
133, 40.00, 30.60, 40.00, 35.50
134, 40.00, 37.50, 40.00, 42.40
135, 40.00, 44.40, 40.00, 49.30
136, 40.00, 51.30, 40.00, 56.20
137, 42.50, 3.00, 42.50, 7.90
138, 42.50, 9.90, 42.50, 14.80
139, 42.50, 16.80, 42.50, 21.70
140, 42.50, 23.70, 42.50, 28.60
141, 42.50, 30.60, 42.50, 35.50
142, 42.50, 37.50, 42.50, 42.40
143, 42.50, 44.40, 42.50, 49.30
144, 42.50, 51.30, 42.50, 56.20
145, 45.00, 3.00, 45.00, 7.90
146, 45.00, 9.90, 45.00, 14.80
147, 45.00, 16.80, 45.00, 21.70
148, 45.00, 23.70, 45.00, 28.60
149, 45.00, 30.60, 45.00, 35.50
150, 45.00, 37.50, 45.00, 42.40
151, 45.00, 44.40, 45.00, 49.30
152, 45.00, 51.30, 45.00, 56.20
153, 47.50, 3.00, 47.50, 7.90
154, 47.50, 9.90, 47.50, 14.80
155, 47.50, 16.80, 47.50, 21.70
156, 47.50, 23.70, 47.50, 28.60
157, 47.50, 30.60, 47.50, 35.50
158, 47.50, 37.50, 47.50, 42.40
159, 47.50, 44.40, 47.50, 49.30
160, 47.50, 51.30, 47.50, 56.20
