id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 0.00, 37.50, 0.00, 42.40
7, 0.00, 44.40, 0.00, 49.30
8, 0.00, 51.30, 0.00, 56.20
9, 0.00, 58.20, 0.00, 63.10
10, 0.00, 65.10, 0.00, 70.00
11, 2.50, 3.00, 2.50, 7.90
12, 2.50, 9.90, 2.50, 14.80
13, 2.50, 16.80, 2.50, 21.70
14, 2.50, 23.70, 2.50, 28.60
15, 2.50, 30.60, 2.50, 35.50
16, 2.50, 37.50, 2.50, 42.40
17, 2.50, 44.40, 2.50, 49.30
18, 2.50, 51.30, 2.50, 56.20
19, 2.50, 58.20, 2.50, 63.10
20, 2.50, 65.10, 2.50, 70.00
21, 5.00, 3.00, 5.00, 7.90
22, 5.00, 9.90, 5.00, 14.80
23, 5.00, 16.80, 5.00, 21.70
24, 5.00, 23.70, 5.00, 28.60
25, 5.00, 30.60, 5.00, 35.50
26, 5.00, 37.50, 5.00, 42.40
27, 5.00, 44.40, 5.00, 49.30
28, 5.00, 51.30, 5.00, 56.20
29, 5.00, 58.20, 5.00, 63.10
30, 5.00, 65.10, 5.00, 70.00
31, 7.50, 3.00, 7.50, 7.90
32, 7.50, 9.90, 7.50, 14.80
33, 7.50, 16.80, 7.50, 21.70
34, 7.50, 23.70, 7.50, 28.60
35, 7.50, 30.60, 7.50, 35.50
36, 7.50, 37.50, 7.50, 42.40
37, 7.50, 44.40, 7.50, 49.30
38, 7.50, 51.30, 7.50, 56.20
39, 7.50, 58.20, 7.50, 63.10
40, 7.50, 65.10, 7.50, 70.00
41, 10.00, 3.00, 10.00, 7.90
42, 10.00, 9.90, 10.00, 14.80
43, 10.00, 16.80, 10.00, 21.70
44, 10.00, 23.70, 10.00, 28.60
45, 10.00, 30.60, 10.00, 35.50
46, 10.00, 37.50, 10.00, 42.40
47, 10.00, 44.40, 10.00, 49.30
48, 10.00, 51.30, 10.00, 56.20
49, 10.00, 58.20, 10.00, 63.10
50, 10.00, 65.10, 10.00, 70.00
51, 12.50, 3.00, 12.50, 7.90
52, 12.50, 9.90, 12.50, 14.80
53, 12.50, 16.80, 12.50, 21.70
54, 12.50, 23.70, 12.50, 28.60
55, 12.50, 30.60, 12.50, 35.50
56, 12.50, 37.50, 12.50, 42.40
57, 12.50, 44.40, 12.50, 49.30
58, 12.50, 51.30, 12.50, 56.20
59, 12.50, 58.20, 12.50, 63.10
60, 12.50, 65.10, 12.50, 70.00
61, 15.00, 3.00, 15.00, 7.90
62, 15.00, 9.90, 15.00, 14.80
63, 15.00, 16.80, 15.00, 21.70
64, 15.00, 23.70, 15.00, 28.60
65, 15.00, 30.60, 15.00, 35.50
66, 15.00, 37.50, 15.00, 42.40
67, 15.00, 44.40, 15.00, 49.30
68, 15.00, 51.30, 15.00, 56.20
69, 15.00, 58.20, 15.00, 63.10
70, 15.00, 65.10, 15.00, 70.00
71, 17.50, 3.00, 17.50, 7.90
72, 17.50, 9.90, 17.50, 14.80
73, 17.50, 16.80, 17.50, 21.70
74, 17.50, 23.70, 17.50, 28.60
75, 17.50, 30.60, 17.50, 35.50
76, 17.50, 37.50, 17.50, 42.40
77, 17.50, 44.40, 17.50, 49.30
78, 17.50, 51.30, 17.50, 56.20
79, 17.50, 58.20, 17.50, 63.10
80, 17.50, 65.10, 17.50, 70.00
81, 20.00, 3.00, 20.00, 7.90
82, 20.00, 9.90, 20.00, 14.80
83, 20.00, 16.80, 20.00, 21.70
84, 20.00, 23.70, 20.00, 28.60
85, 20.00, 30.60, 20.00, 35.50
86, 20.00, 37.50, 20.00, 42.40
87, 20.00, 44.40, 20.00, 49.30
88, 20.00, 51.30, 20.00, 56.20
89, 20.00, 58.20, 20.00, 63.10
90, 20.00, 65.10, 20.00, 70.00
91, 22.50, 3.00, 22.50, 7.90
92, 22.50, 9.90, 22.50, 14.80
93, 22.50, 16.80, 22.50, 21.70
94, 22.50, 23.70, 22.50, 28.60
95, 22.50, 30.60, 22.50, 35.50
96, 22.50, 37.50, 22.50, 42.40
97, 22.50, 44.40, 22.50, 49.30
98, 22.50, 51.30, 22.50, 56.20
99, 22.50, 58.20, 22.50, 63.10
100, 22.50, 65.10, 22.50, 70.00
101, 25.00, 3.00, 25.00, 7.90
102, 25.00, 9.90, 25.00, 14.80
103, 25.00, 16.80, 25.00, 21.70
104, 25.00, 23.70, 25.00, 28.60
105, 25.00, 30.60, 25.00, 35.50
106, 25.00, 37.50, 25.00, 42.40
107, 25.00, 44.40, 25.00, 49.30
108, 25.00, 51.30, 25.00, 56.20
109, 25.00, 58.20, 25.00, 63.10
110, 25.00, 65.10, 25.00, 70.00
111, 27.50, 3.00, 27.50, 7.90
112, 27.50, 9.90, 27.50, 14.80
113, 27.50, 16.80, 27.50, 21.70
114, 27.50, 23.70, 27.50, 28.60
115, 27.50, 30.60, 27.50, 35.50
116, 27.50, 37.50, 27.50, 42.40
117, 27.50, 44.40, 27.50, 49.30
118, 27.50, 51.30, 27.50, 56.20
119, 27.50, 58.20, 27.50, 63.10
120, 27.50, 65.10, 27.50, 70.00
121, 30.00, 3.00, 30.00, 7.90
122, 30.00, 9.90, 30.00, 14.80
123, 30.00, 16.80, 30.00, 21.70
124, 30.00, 23.70, 30.00, 28.60
125, 30.00, 30.60, 30.00, 35.50
126, 30.00, 37.50, 30.00, 42.40
127, 30.00, 44.40, 30.00, 49.30
128, 30.00, 51.30, 30.00, 56.20
129, 30.00, 58.20, 30.00, 63.10
130, 30.00, 65.10, 30.00, 70.00
131, 32.50, 3.00, 32.50, 7.90
132, 32.50, 9.90, 32.50, 14.80
133, 32.50, 16.80, 32.50, 21.70
134, 32.50, 23.70, 32.50, 28.60
135, 32.50, 30.60, 32.50, 35.50
136, 32.50, 37.50, 32.50, 42.40
137, 32.50, 44.40, 32.50, 49.30
138, 32.50, 51.30, 32.50, 56.20
139, 32.50, 58.20, 32.50, 63.10
140, 32.50, 65.10, 32.50, 70.00
141, 35.00, 3.00, 35.00, 7.90
142, 35.00, 9.90, 35.00, 14.80
143, 35.00, 16.80, 35.00, 21.70
144, 35.00, 23.70, 35.00, 28.60
145, 35.00, 30.60, 35.00, 35.50
146, 35.00, 37.50, 35.00, 42.40
147, 35.00, 44.40, 35.00, 49.30
148, 35.00, 51.30, 35.00, 56.20
149, 35.00, 58.20, 35.00, 63.10
150, 35.00, 65.10, 35.00, 70.00
151, 37.50, 3.00, 37.50, 7.90
152, 37.50, 9.90, 37.50, 14.80
153, 37.50, 16.80, 37.50, 21.70
154, 37.50, 23.70, 37.50, 28.60
155, 37.50, 30.60, 37.50, 35.50
156, 37.50, 37.50, 37.50, 42.40
157, 37.50, 44.40, 37.50, 49.30
158, 37.50, 51.30, 37.50, 56.20
159, 37.50, 58.20, 37.50, 63.10
160, 37.50, 65.10, 37.50, 70.00
161, 40.00, 3.00, 40.00, 7.90
162, 40.00, 9.90, 40.00, 14.80
163, 40.00, 16.80, 40.00, 21.70
164, 40.00, 23.70, 40.00, 28.60
165, 40.00, 30.60, 40.00, 35.50
166, 40.00, 37.50, 40.00, 42.40
167, 40.00, 44.40, 40.00, 49.30
168, 40.00, 51.30, 40.00, 56.20
169, 40.00, 58.20, 40.00, 63.10
170, 40.00, 65.10, 40.00, 70.00
171, 42.50, 3.00, 42.50, 7.90
172, 42.50, 9.90, 42.50, 14.80
173, 42.50, 16.80, 42.50, 21.70
174, 42.50, 23.70, 42.50, 28.60
175, 42.50, 30.60, 42.50, 35.50
176, 42.50, 37.50, 42.50, 42.40
177, 42.50, 44.40, 42.50, 49.30
178, 42.50, 51.30, 42.50, 56.20
179, 42.50, 58.20, 42.50, 63.10
180, 42.50, 65.10, 42.50, 70.00
181, 45.00, 3.00, 45.00, 7.90
182, 45.00, 9.90, 45.00, 14.80
183, 45.00, 16.80, 45.00, 21.70
184, 45.00, 23.70, 45.00, 28.60
185, 45.00, 30.60, 45.00, 35.50
186, 45.00, 37.50, 45.00, 42.40
187, 45.00, 44.40, 45.00, 49.30
188, 45.00, 51.30, 45.00, 56.20
189, 45.00, 58.20, 45.00, 63.10
190, 45.00, 65.10, 45.00, 70.00
191, 47.50, 3.00, 47.50, 7.90
192, 47.50, 9.90, 47.50, 14.80
193, 47.50, 16.80, 47.50, 21.70
194, 47.50, 23.70, 47.50, 28.60
195, 47.50, 30.60, 47.50, 35.50
196, 47.50, 37.50, 47.50, 42.40
197, 47.50, 44.40, 47.50, 49.30
198, 47.50, 51.30, 47.50, 56.20
199, 47.50, 58.20, 47.50, 63.10
200, 47.50, 65.10, 47.50, 70.00
201, 50.00, 3.00, 50.00, 7.90
202, 50.00, 9.90, 50.00, 14.80
203, 50.00, 16.80, 50.00, 21.70
204, 50.00, 23.70, 50.00, 28.60
205, 50.00, 30.60, 50.00, 35.50
206, 50.00, 37.50, 50.00, 42.40
207, 50.00, 44.40, 50.00, 49.30
208, 50.00, 51.30, 50.00, 56.20
209, 50.00, 58.20, 50.00, 63.10
210, 50.00, 65.10, 50.00, 70.00
211, 52.50, 3.00, 52.50, 7.90
212, 52.50, 9.90, 52.50, 14.80
213, 52.50, 16.80, 52.50, 21.70
214, 52.50, 23.70, 52.50, 28.60
215, 52.50, 30.60, 52.50, 35.50
216, 52.50, 37.50, 52.50, 42.40
217, 52.50, 44.40, 52.50, 49.30
218, 52.50, 51.30, 52.50, 56.20
219, 52.50, 58.20, 52.50, 63.10
220, 52.50, 65.10, 52.50, 70.00
221, 55.00, 3.00, 55.00, 7.90
222, 55.00, 9.90, 55.00, 14.80
223, 55.00, 16.80, 55.00, 21.70
224, 55.00, 23.70, 55.00, 28.60
225, 55.00, 30.60, 55.00, 35.50
226, 55.00, 37.50, 55.00, 42.40
227, 55.00, 44.40, 55.00, 49.30
228, 55.00, 51.30, 55.00, 56.20
229, 55.00, 58.20, 55.00, 63.10
230, 55.00, 65.10, 55.00, 70.00
231, 57.50, 3.00, 57.50, 7.90
232, 57.50, 9.90, 57.50, 14.80
233, 57.50, 16.80, 57.50, 21.70
234, 57.50, 23.70, 57.50, 28.60
235, 57.50, 30.60, 57.50, 35.50
236, 57.50, 37.50, 57.50, 42.40
237, 57.50, 44.40, 57.50, 49.30
238, 57.50, 51.30, 57.50, 56.20
239, 57.50, 58.20, 57.50, 63.10
240, 57.50, 65.10, 57.50, 70.00
241, 60.00, 3.00, 60.00, 7.90
242, 60.00, 9.90, 60.00, 14.80
243, 60.00, 16.80, 60.00, 21.70
244, 60.00, 23.70, 60.00, 28.60
245, 60.00, 30.60, 60.00, 35.50
246, 60.00, 37.50, 60.00, 42.40
247, 60.00, 44.40, 60.00, 49.30
248, 60.00, 51.30, 60.00, 56.20
249, 60.00, 58.20, 60.00, 63.10
250, 60.00, 65.10, 60.00, 70.00
251, 62.50, 3.00, 62.50, 7.90
252, 62.50, 9.90, 62.50, 14.80
253, 62.50, 16.80, 62.50, 21.70
254, 62.50, 23.70, 62.50, 28.60
255, 62.50, 30.60, 62.50, 35.50
256, 62.50, 37.50, 62.50, 42.40
257, 62.50, 44.40, 62.50, 49.30
258, 62.50, 51.30, 62.50, 56.20
259, 62.50, 58.20, 62.50, 63.10
260, 62.50, 65.10, 62.50, 70.00
261, 65.00, 3.00, 65.00, 7.90
262, 65.00, 9.90, 65.00, 14.80
263, 65.00, 16.80, 65.00, 21.70
264, 65.00, 23.70, 65.00, 28.60
265, 65.00, 30.60, 65.00, 35.50
266, 65.00, 37.50, 65.00, 42.40
267, 65.00, 44.40, 65.00, 49.30
268, 65.00, 51.30, 65.00, 56.20
269, 65.00, 58.20, 65.00, 63.10
270, 65.00, 65.10, 65.00, 70.00
271, 67.50, 3.00, 67.50, 7.90
272, 67.50, 9.90, 67.50, 14.80
273, 67.50, 16.80, 67.50, 21.70
274, 67.50, 23.70, 67.50, 28.60
275, 67.50, 30.60, 67.50, 35.50
276, 67.50, 37.50, 67.50, 42.40
277, 67.50, 44.40, 67.50, 49.30
278, 67.50, 51.30, 67.50, 56.20
279, 67.50, 58.20, 67.50, 63.10
280, 67.50, 65.10, 67.50, 70.00
281, 70.00, 3.00, 70.00, 7.90
282, 70.00, 9.90, 70.00, 14.80
283, 70.00, 16.80, 70.00, 21.70
284, 70.00, 23.70, 70.00, 28.60
285, 70.00, 30.60, 70.00, 35.50
286, 70.00, 37.50, 70.00, 42.40
287, 70.00, 44.40, 70.00, 49.30
288, 70.00, 51.30, 70.00, 56.20
289, 70.00, 58.20, 70.00, 63.10
290, 70.00, 65.10, 70.00, 70.00
291, 72.50, 3.00, 72.50, 7.90
292, 72.50, 9.90, 72.50, 14.80
293, 72.50, 16.80, 72.50, 21.70
294, 72.50, 23.70, 72.50, 28.60
295, 72.50, 30.60, 72.50, 35.50
296, 72.50, 37.50, 72.50, 42.40
297, 72.50, 44.40, 72.50, 49.30
298, 72.50, 51.30, 72.50, 56.20
299, 72.50, 58.20, 72.50, 63.10
300, 72.50, 65.10, 72.50, 70.00
301, 75.00, 3.00, 75.00, 7.90
302, 75.00, 9.90, 75.00, 14.80
303, 75.00, 16.80, 75.00, 21.70
304, 75.00, 23.70, 75.00, 28.60
305, 75.00, 30.60, 75.00, 35.50
306, 75.00, 37.50, 75.00, 42.40
307, 75.00, 44.40, 75.00, 49.30
308, 75.00, 51.30, 75.00, 56.20
309, 75.00, 58.20, 75.00, 63.10
310, 75.00, 65.10, 75.00, 70.00
311, 77.50, 3.00, 77.50, 7.90
312, 77.50, 9.90, 77.50, 14.80
313, 77.50, 16.80, 77.50, 21.70
314, 77.50, 23.70, 77.50, 28.60
315, 77.50, 30.60, 77.50, 35.50
316, 77.50, 37.50, 77.50, 42.40
317, 77.50, 44.40, 77.50, 49.30
318, 77.50, 51.30, 77.50, 56.20
319, 77.50, 58.20, 77.50, 63.10
320, 77.50, 65.10, 77.50, 70.00
321, 80.00, 3.00, 80.00, 7.90
322, 80.00, 9.90, 80.00, 14.80
323, 80.00, 16.80, 80.00, 21.70
324, 80.00, 23.70, 80.00, 28.60
325, 80.00, 30.60, 80.00, 35.50
326, 80.00, 37.50, 80.00, 42.40
327, 80.00, 44.40, 80.00, 49.30
328, 80.00, 51.30, 80.00, 56.20
329, 80.00, 58.20, 80.00, 63.10
330, 80.00, 65.10, 80.00, 70.00
331, 82.50, 3.00, 82.50, 7.90
332, 82.50, 9.90, 82.50, 14.80
333, 82.50, 16.80, 82.50, 21.70
334, 82.50, 23.70, 82.50, 28.60
335, 82.50, 30.60, 82.50, 35.50
336, 82.50, 37.50, 82.50, 42.40
337, 82.50, 44.40, 82.50, 49.30
338, 82.50, 51.30, 82.50, 56.20
339, 82.50, 58.20, 82.50, 63.10
340, 82.50, 65.10, 82.50, 70.00
341, 85.00, 3.00, 85.00, 7.90
342, 85.00, 9.90, 85.00, 14.80
343, 85.00, 16.80, 85.00, 21.70
344, 85.00, 23.70, 85.00, 28.60
345, 85.00, 30.60, 85.00, 35.50
346, 85.00, 37.50, 85.00, 42.40
347, 85.00, 44.40, 85.00, 49.30
348, 85.00, 51.30, 85.00, 56.20
349, 85.00, 58.20, 85.00, 63.10
350, 85.00, 65.10, 85.00, 70.00
351, 87.50, 3.00, 87.50, 7.90
352, 87.50, 9.90, 87.50, 14.80
353, 87.50, 16.80, 87.50, 21.70
354, 87.50, 23.70, 87.50, 28.60
355, 87.50, 30.60, 87.50, 35.50
356, 87.50, 37.50, 87.50, 42.40
357, 87.50, 44.40, 87.50, 49.30
358, 87.50, 51.30, 87.50, 56.20
359, 87.50, 58.20, 87.50, 63.10
360, 87.50, 65.10, 87.50, 70.00
361, 90.00, 3.00, 90.00, 7.90
362, 90.00, 9.90, 90.00, 14.80
363, 90.00, 16.80, 90.00, 21.70
364, 90.00, 23.70, 90.00, 28.60
365, 90.00, 30.60, 90.00, 35.50
366, 90.00, 37.50, 90.00, 42.40
367, 90.00, 44.40, 90.00, 49.30
368, 90.00, 51.30, 90.00, 56.20
369, 90.00, 58.20, 90.00, 63.10
370, 90.00, 65.10, 90.00, 70.00
371, 92.50, 3.00, 92.50, 7.90
372, 92.50, 9.90, 92.50, 14.80
373, 92.50, 16.80, 92.50, 21.70
374, 92.50, 23.70, 92.50, 28.60
375, 92.50, 30.60, 92.50, 35.50
376, 92.50, 37.50, 92.50, 42.40
377, 92.50, 44.40, 92.50, 49.30
378, 92.50, 51.30, 92.50, 56.20
379, 92.50, 58.20, 92.50, 63.10
380, 92.50, 65.10, 92.50, 70.00
381, 95.00, 3.00, 95.00, 7.90
382, 95.00, 9.90, 95.00, 14.80
383, 95.00, 16.80, 95.00, 21.70
384, 95.00, 23.70, 95.00, 28.60
385, 95.00, 30.60, 95.00, 35.50
386, 95.00, 37.50, 95.00, 42.40
387, 95.00, 44.40, 95.00, 49.30
388, 95.00, 51.30, 95.00, 56.20
389, 95.00, 58.20, 95.00, 63.10
390, 95.00, 65.10, 95.00, 70.00
391, 97.50, 3.00, 97.50, 7.90
392, 97.50, 9.90, 97.50, 14.80
393, 97.50, 16.80, 97.50, 21.70
394, 97.50, 23.70, 97.50, 28.60
395, 97.50, 30.60, 97.50, 35.50
396, 97.50, 37.50, 97.50, 42.40
397, 97.50, 44.40, 97.50, 49.30
398, 97.50, 51.30, 97.50, 56.20
399, 97.50, 58.20, 97.50, 63.10
400, 97.50, 65.10, 97.50, 70.00
