id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 0.00, 37.50, 0.00, 42.40
7, 0.00, 44.40, 0.00, 49.30
8, 0.00, 51.30, 0.00, 56.20
9, 0.00, 58.20, 0.00, 63.10
10, 2.50, 3.00, 2.50, 7.90
11, 2.50, 9.90, 2.50, 14.80
12, 2.50, 16.80, 2.50, 21.70
13, 2.50, 23.70, 2.50, 28.60
14, 2.50, 30.60, 2.50, 35.50
15, 2.50, 37.50, 2.50, 42.40
16, 2.50, 44.40, 2.50, 49.30
17, 2.50, 51.30, 2.50, 56.20
18, 2.50, 58.20, 2.50, 63.10
19, 5.00, 3.00, 5.00, 7.90
20, 5.00, 9.90, 5.00, 14.80
21, 5.00, 16.80, 5.00, 21.70
22, 5.00, 23.70, 5.00, 28.60
23, 5.00, 30.60, 5.00, 35.50
24, 5.00, 37.50, 5.00, 42.40
25, 5.00, 44.40, 5.00, 49.30
26, 5.00, 51.30, 5.00, 56.20
27, 5.00, 58.20, 5.00, 63.10
28, 7.50, 3.00, 7.50, 7.90
29, 7.50, 9.90, 7.50, 14.80
30, 7.50, 16.80, 7.50, 21.70
31, 7.50, 23.70, 7.50, 28.60
32, 7.50, 30.60, 7.50, 35.50
33, 7.50, 37.50, 7.50, 42.40
34, 7.50, 44.40, 7.50, 49.30
35, 7.50, 51.30, 7.50, 56.20
36, 7.50, 58.20, 7.50, 63.10
37, 10.00, 3.00, 10.00, 7.90
38, 10.00, 9.90, 10.00, 14.80
39, 10.00, 16.80, 10.00, 21.70
40, 10.00, 23.70, 10.00, 28.60
41, 10.00, 30.60, 10.00, 35.50
42, 10.00, 37.50, 10.00, 42.40
43, 10.00, 44.40, 10.00, 49.30
44, 10.00, 51.30, 10.00, 56.20
45, 10.00, 58.20, 10.00, 63.10
46, 12.50, 3.00, 12.50, 7.90
47, 12.50, 9.90, 12.50, 14.80
48, 12.50, 16.80, 12.50, 21.70
49, 12.50, 23.70, 12.50, 28.60
50, 12.50, 30.60, 12.50, 35.50
51, 12.50, 37.50, 12.50, 42.40
52, 12.50, 44.40, 12.50, 49.30
53, 12.50, 51.30, 12.50, 56.20
54, 12.50, 58.20, 12.50, 63.10
55, 15.00, 3.00, 15.00, 7.90
56, 15.00, 9.90, 15.00, 14.80
57, 15.00, 16.80, 15.00, 21.70
58, 15.00, 23.70, 15.00, 28.60
59, 15.00, 30.60, 15.00, 35.50
60, 15.00, 37.50, 15.00, 42.40
61, 15.00, 44.40, 15.00, 49.30
62, 15.00, 51.30, 15.00, 56.20
63, 15.00, 58.20, 15.00, 63.10
64, 17.50, 3.00, 17.50, 7.90
65, 17.50, 9.90, 17.50, 14.80
66, 17.50, 16.80, 17.50, 21.70
67, 17.50, 23.70, 17.50, 28.60
68, 17.50, 30.60, 17.50, 35.50
69, 17.50, 37.50, 17.50, 42.40
70, 17.50, 44.40, 17.50, 49.30
71, 17.50, 51.30, 17.50, 56.20
72, 17.50, 58.20, 17.50, 63.10
73, 20.00, 3.00, 20.00, 7.90
74, 20.00, 9.90, 20.00, 14.80
75, 20.00, 16.80, 20.00, 21.70
76, 20.00, 23.70, 20.00, 28.60
77, 20.00, 30.60, 20.00, 35.50
78, 20.00, 37.50, 20.00, 42.40
79, 20.00, 44.40, 20.00, 49.30
80, 20.00, 51.30, 20.00, 56.20
81, 20.00, 58.20, 20.00, 63.10
82, 22.50, 3.00, 22.50, 7.90
83, 22.50, 9.90, 22.50, 14.80
84, 22.50, 16.80, 22.50, 21.70
85, 22.50, 23.70, 22.50, 28.60
86, 22.50, 30.60, 22.50, 35.50
87, 22.50, 37.50, 22.50, 42.40
88, 22.50, 44.40, 22.50, 49.30
89, 22.50, 51.30, 22.50, 56.20
90, 22.50, 58.20, 22.50, 63.10
91, 25.00, 3.00, 25.00, 7.90
92, 25.00, 9.90, 25.00, 14.80
93, 25.00, 16.80, 25.00, 21.70
94, 25.00, 23.70, 25.00, 28.60
95, 25.00, 30.60, 25.00, 35.50
96, 25.00, 37.50, 25.00, 42.40
97, 25.00, 44.40, 25.00, 49.30
98, 25.00, 51.30, 25.00, 56.20
99, 25.00, 58.20, 25.00, 63.10
100, 27.50, 3.00, 27.50, 7.90
101, 27.50, 9.90, 27.50, 14.80
102, 27.50, 16.80, 27.50, 21.70
103, 27.50, 23.70, 27.50, 28.60
104, 27.50, 30.60, 27.50, 35.50
105, 27.50, 37.50, 27.50, 42.40
106, 27.50, 44.40, 27.50, 49.30
107, 27.50, 51.30, 27.50, 56.20
108, 27.50, 58.20, 27.50, 63.10
109, 30.00, 3.00, 30.00, 7.90
110, 30.00, 9.90, 30.00, 14.80
111, 30.00, 16.80, 30.00, 21.70
112, 30.00, 23.70, 30.00, 28.60
113, 30.00, 30.60, 30.00, 35.50
114, 30.00, 37.50, 30.00, 42.40
115, 30.00, 44.40, 30.00, 49.30
116, 30.00, 51.30, 30.00, 56.20
117, 30.00, 58.20, 30.00, 63.10
118, 32.50, 3.00, 32.50, 7.90
119, 32.50, 9.90, 32.50, 14.80
120, 32.50, 16.80, 32.50, 21.70
121, 32.50, 23.70, 32.50, 28.60
122, 32.50, 30.60, 32.50, 35.50
123, 32.50, 37.50, 32.50, 42.40
124, 32.50, 44.40, 32.50, 49.30
125, 32.50, 51.30, 32.50, 56.20
126, 32.50, 58.20, 32.50, 63.10
127, 35.00, 3.00, 35.00, 7.90
128, 35.00, 9.90, 35.00, 14.80
129, 35.00, 16.80, 35.00, 21.70
130, 35.00, 23.70, 35.00, 28.60
131, 35.00, 30.60, 35.00, 35.50
132, 35.00, 37.50, 35.00, 42.40
133, 35.00, 44.40, 35.00, 49.30
134, 35.00, 51.30, 35.00, 56.20
135, 35.00, 58.20, 35.00, 63.10
136, 37.50, 3.00, 37.50, 7.90
137, 37.50, 9.90, 37.50, 14.80
138, 37.50, 16.80, 37.50, 21.70
139, 37.50, 23.70, 37.50, 28.60
140, 37.50, 30.60, 37.50, 35.50
141, 37.50, 37.50, 37.50, 42.40
142, 37.50, 44.40, 37.50, 49.30
143, 37.50, 51.30, 37.50, 56.20
144, 37.50, 58.20, 37.50, 63.10
145, 40.00, 3.00, 40.00, 7.90
146, 40.00, 9.90, 40.00, 14.80
147, 40.00, 16.80, 40.00, 21.70
148, 40.00, 23.70, 40.00, 28.60
149, 40.00, 30.60, 40.00, 35.50
150, 40.00, 37.50, 40.00, 42.40
151, 40.00, 44.40, 40.00, 49.30
152, 40.00, 51.30, 40.00, 56.20
153, 40.00, 58.20, 40.00, 63.10
154, 42.50, 3.00, 42.50, 7.90
155, 42.50, 9.90, 42.50, 14.80
156, 42.50, 16.80, 42.50, 21.70
157, 42.50, 23.70, 42.50, 28.60
158, 42.50, 30.60, 42.50, 35.50
159, 42.50, 37.50, 42.50, 42.40
160, 42.50, 44.40, 42.50, 49.30
161, 42.50, 51.30, 42.50, 56.20
162, 42.50, 58.20, 42.50, 63.10
163, 45.00, 3.00, 45.00, 7.90
164, 45.00, 9.90, 45.00, 14.80
165, 45.00, 16.80, 45.00, 21.70
166, 45.00, 23.70, 45.00, 28.60
167, 45.00, 30.60, 45.00, 35.50
168, 45.00, 37.50, 45.00, 42.40
169, 45.00, 44.40, 45.00, 49.30
170, 45.00, 51.30, 45.00, 56.20
171, 45.00, 58.20, 45.00, 63.10
172, 47.50, 3.00, 47.50, 7.90
173, 47.50, 9.90, 47.50, 14.80
174, 47.50, 16.80, 47.50, 21.70
175, 47.50, 23.70, 47.50, 28.60
176, 47.50, 30.60, 47.50, 35.50
177, 47.50, 37.50, 47.50, 42.40
178, 47.50, 44.40, 47.50, 49.30
179, 47.50, 51.30, 47.50, 56.20
180, 47.50, 58.20, 47.50, 63.10
181, 50.00, 3.00, 50.00, 7.90
182, 50.00, 9.90, 50.00, 14.80
183, 50.00, 16.80, 50.00, 21.70
184, 50.00, 23.70, 50.00, 28.60
185, 50.00, 30.60, 50.00, 35.50
186, 50.00, 37.50, 50.00, 42.40
187, 50.00, 44.40, 50.00, 49.30
188, 50.00, 51.30, 50.00, 56.20
189, 50.00, 58.20, 50.00, 63.10
190, 52.50, 3.00, 52.50, 7.90
191, 52.50, 9.90, 52.50, 14.80
192, 52.50, 16.80, 52.50, 21.70
193, 52.50, 23.70, 52.50, 28.60
194, 52.50, 30.60, 52.50, 35.50
195, 52.50, 37.50, 52.50, 42.40
196, 52.50, 44.40, 52.50, 49.30
197, 52.50, 51.30, 52.50, 56.20
198, 52.50, 58.20, 52.50, 63.10
199, 55.00, 3.00, 55.00, 7.90
200, 55.00, 9.90, 55.00, 14.80
201, 55.00, 16.80, 55.00, 21.70
202, 55.00, 23.70, 55.00, 28.60
203, 55.00, 30.60, 55.00, 35.50
204, 55.00, 37.50, 55.00, 42.40
205, 55.00, 44.40, 55.00, 49.30
206, 55.00, 51.30, 55.00, 56.20
207, 55.00, 58.20, 55.00, 63.10
208, 57.50, 3.00, 57.50, 7.90
209, 57.50, 9.90, 57.50, 14.80
210, 57.50, 16.80, 57.50, 21.70
211, 57.50, 23.70, 57.50, 28.60
212, 57.50, 30.60, 57.50, 35.50
213, 57.50, 37.50, 57.50, 42.40
214, 57.50, 44.40, 57.50, 49.30
215, 57.50, 51.30, 57.50, 56.20
216, 57.50, 58.20, 57.50, 63.10
217, 60.00, 3.00, 60.00, 7.90
218, 60.00, 9.90, 60.00, 14.80
219, 60.00, 16.80, 60.00, 21.70
220, 60.00, 23.70, 60.00, 28.60
221, 60.00, 30.60, 60.00, 35.50
222, 60.00, 37.50, 60.00, 42.40
223, 60.00, 44.40, 60.00, 49.30
224, 60.00, 51.30, 60.00, 56.20
225, 60.00, 58.20, 60.00, 63.10
226, 62.50, 3.00, 62.50, 7.90
227, 62.50, 9.90, 62.50, 14.80
228, 62.50, 16.80, 62.50, 21.70
229, 62.50, 23.70, 62.50, 28.60
230, 62.50, 30.60, 62.50, 35.50
231, 62.50, 37.50, 62.50, 42.40
232, 62.50, 44.40, 62.50, 49.30
233, 62.50, 51.30, 62.50, 56.20
234, 62.50, 58.20, 62.50, 63.10
235, 65.00, 3.00, 65.00, 7.90
236, 65.00, 9.90, 65.00, 14.80
237, 65.00, 16.80, 65.00, 21.70
238, 65.00, 23.70, 65.00, 28.60
239, 65.00, 30.60, 65.00, 35.50
240, 65.00, 37.50, 65.00, 42.40
241, 65.00, 44.40, 65.00, 49.30
242, 65.00, 51.30, 65.00, 56.20
243, 65.00, 58.20, 65.00, 63.10
244, 67.50, 3.00, 67.50, 7.90
245, 67.50, 9.90, 67.50, 14.80
246, 67.50, 16.80, 67.50, 21.70
247, 67.50, 23.70, 67.50, 28.60
248, 67.50, 30.60, 67.50, 35.50
249, 67.50, 37.50, 67.50, 42.40
250, 67.50, 44.40, 67.50, 49.30
251, 67.50, 51.30, 67.50, 56.20
252, 67.50, 58.20, 67.50, 63.10
253, 70.00, 3.00, 70.00, 7.90
254, 70.00, 9.90, 70.00, 14.80
255, 70.00, 16.80, 70.00, 21.70
256, 70.00, 23.70, 70.00, 28.60
257, 70.00, 30.60, 70.00, 35.50
258, 70.00, 37.50, 70.00, 42.40
259, 70.00, 44.40, 70.00, 49.30
260, 70.00, 51.30, 70.00, 56.20
261, 70.00, 58.20, 70.00, 63.10
262, 72.50, 3.00, 72.50, 7.90
263, 72.50, 9.90, 72.50, 14.80
264, 72.50, 16.80, 72.50, 21.70
265, 72.50, 23.70, 72.50, 28.60
266, 72.50, 30.60, 72.50, 35.50
267, 72.50, 37.50, 72.50, 42.40
268, 72.50, 44.40, 72.50, 49.30
269, 72.50, 51.30, 72.50, 56.20
270, 72.50, 58.20, 72.50, 63.10
271, 75.00, 3.00, 75.00, 7.90
272, 75.00, 9.90, 75.00, 14.80
273, 75.00, 16.80, 75.00, 21.70
274, 75.00, 23.70, 75.00, 28.60
275, 75.00, 30.60, 75.00, 35.50
276, 75.00, 37.50, 75.00, 42.40
277, 75.00, 44.40, 75.00, 49.30
278, 75.00, 51.30, 75.00, 56.20
279, 75.00, 58.20, 75.00, 63.10
280, 77.50, 3.00, 77.50, 7.90
281, 77.50, 9.90, 77.50, 14.80
282, 77.50, 16.80, 77.50, 21.70
283, 77.50, 23.70, 77.50, 28.60
284, 77.50, 30.60, 77.50, 35.50
285, 77.50, 37.50, 77.50, 42.40
286, 77.50, 44.40, 77.50, 49.30
287, 77.50, 51.30, 77.50, 56.20
288, 77.50, 58.20, 77.50, 63.10
289, 80.00, 3.00, 80.00, 7.90
290, 80.00, 9.90, 80.00, 14.80
291, 80.00, 16.80, 80.00, 21.70
292, 80.00, 23.70, 80.00, 28.60
293, 80.00, 30.60, 80.00, 35.50
294, 80.00, 37.50, 80.00, 42.40
295, 80.00, 44.40, 80.00, 49.30
296, 80.00, 51.30, 80.00, 56.20
297, 80.00, 58.20, 80.00, 63.10
298, 82.50, 3.00, 82.50, 7.90
299, 82.50, 9.90, 82.50, 14.80
300, 82.50, 16.80, 82.50, 21.70
301, 82.50, 23.70, 82.50, 28.60
302, 82.50, 30.60, 82.50, 35.50
303, 82.50, 37.50, 82.50, 42.40
304, 82.50, 44.40, 82.50, 49.30
305, 82.50, 51.30, 82.50, 56.20
306, 82.50, 58.20, 82.50, 63.10
307, 85.00, 3.00, 85.00, 7.90
308, 85.00, 9.90, 85.00, 14.80
309, 85.00, 16.80, 85.00, 21.70
310, 85.00, 23.70, 85.00, 28.60
311, 85.00, 30.60, 85.00, 35.50
312, 85.00, 37.50, 85.00, 42.40
313, 85.00, 44.40, 85.00, 49.30
314, 85.00, 51.30, 85.00, 56.20
315, 85.00, 58.20, 85.00, 63.10
316, 87.50, 3.00, 87.50, 7.90
317, 87.50, 9.90, 87.50, 14.80
318, 87.50, 16.80, 87.50, 21.70
319, 87.50, 23.70, 87.50, 28.60
320, 87.50, 30.60, 87.50, 35.50
321, 87.50, 37.50, 87.50, 42.40
322, 87.50, 44.40, 87.50, 49.30
323, 87.50, 51.30, 87.50, 56.20
324, 87.50, 58.20, 87.50, 63.10
325, 90.00, 3.00, 90.00, 7.90
326, 90.00, 9.90, 90.00, 14.80
327, 90.00, 16.80, 90.00, 21.70
328, 90.00, 23.70, 90.00, 28.60
329, 90.00, 30.60, 90.00, 35.50
330, 90.00, 37.50, 90.00, 42.40
331, 90.00, 44.40, 90.00, 49.30
332, 90.00, 51.30, 90.00, 56.20
333, 90.00, 58.20, 90.00, 63.10
334, 92.50, 3.00, 92.50, 7.90
335, 92.50, 9.90, 92.50, 14.80
336, 92.50, 16.80, 92.50, 21.70
337, 92.50, 23.70, 92.50, 28.60
338, 92.50, 30.60, 92.50, 35.50
339, 92.50, 37.50, 92.50, 42.40
340, 92.50, 44.40, 92.50, 49.30
341, 92.50, 51.30, 92.50, 56.20
342, 92.50, 58.20, 92.50, 63.10
343, 95.00, 3.00, 95.00, 7.90
344, 95.00, 9.90, 95.00, 14.80
345, 95.00, 16.80, 95.00, 21.70
346, 95.00, 23.70, 95.00, 28.60
347, 95.00, 30.60, 95.00, 35.50
348, 95.00, 37.50, 95.00, 42.40
349, 95.00, 44.40, 95.00, 49.30
350, 95.00, 51.30, 95.00, 56.20
351, 95.00, 58.20, 95.00, 63.10
352, 97.50, 3.00, 97.50, 7.90
353, 97.50, 9.90, 97.50, 14.80
354, 97.50, 16.80, 97.50, 21.70
355, 97.50, 23.70, 97.50, 28.60
356, 97.50, 30.60, 97.50, 35.50
357, 97.50, 37.50, 97.50, 42.40
358, 97.50, 44.40, 97.50, 49.30
359, 97.50, 51.30, 97.50, 56.20
360, 97.50, 58.20, 97.50, 63.10
361, 100.00, 3.00, 100.00, 7.90
362, 100.00, 9.90, 100.00, 14.80
363, 100.00, 16.80, 100.00, 21.70
364, 100.00, 23.70, 100.00, 28.60
365, 100.00, 30.60, 100.00, 35.50
366, 100.00, 37.50, 100.00, 42.40
367, 100.00, 44.40, 100.00, 49.30
368, 100.00, 51.30, 100.00, 56.20
369, 100.00, 58.20, 100.00, 63.10
370, 102.50, 3.00, 102.50, 7.90
371, 102.50, 9.90, 102.50, 14.80
372, 102.50, 16.80, 102.50, 21.70
373, 102.50, 23.70, 102.50, 28.60
374, 102.50, 30.60, 102.50, 35.50
375, 102.50, 37.50, 102.50, 42.40
376, 102.50, 44.40, 102.50, 49.30
377, 102.50, 51.30, 102.50, 56.20
378, 102.50, 58.20, 102.50, 63.10
379, 105.00, 3.00, 105.00, 7.90
380, 105.00, 9.90, 105.00, 14.80
381, 105.00, 16.80, 105.00, 21.70
382, 105.00, 23.70, 105.00, 28.60
383, 105.00, 30.60, 105.00, 35.50
384, 105.00, 37.50, 105.00, 42.40
385, 105.00, 44.40, 105.00, 49.30
386, 105.00, 51.30, 105.00, 56.20
387, 105.00, 58.20, 105.00, 63.10
388, 107.50, 3.00, 107.50, 7.90
389, 107.50, 9.90, 107.50, 14.80
390, 107.50, 16.80, 107.50, 21.70
391, 107.50, 23.70, 107.50, 28.60
392, 107.50, 30.60, 107.50, 35.50
393, 107.50, 37.50, 107.50, 42.40
394, 107.50, 44.40, 107.50, 49.30
395, 107.50, 51.30, 107.50, 56.20
396, 107.50, 58.20, 107.50, 63.10
397, 110.00, 3.00, 110.00, 7.90
398, 110.00, 9.90, 110.00, 14.80
399, 110.00, 16.80, 110.00, 21.70
400, 110.00, 23.70, 110.00, 28.60
401, 110.00, 30.60, 110.00, 35.50
402, 110.00, 37.50, 110.00, 42.40
403, 110.00, 44.40, 110.00, 49.30
404, 110.00, 51.30, 110.00, 56.20
405, 110.00, 58.20, 110.00, 63.10
406, 112.50, 3.00, 112.50, 7.90
407, 112.50, 9.90, 112.50, 14.80
408, 112.50, 16.80, 112.50, 21.70
409, 112.50, 23.70, 112.50, 28.60
410, 112.50, 30.60, 112.50, 35.50
411, 112.50, 37.50, 112.50, 42.40
