id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 2.50, 3.00, 2.50, 7.90
7, 2.50, 9.90, 2.50, 14.80
8, 2.50, 16.80, 2.50, 21.70
9, 2.50, 23.70, 2.50, 28.60
10, 2.50, 30.60, 2.50, 35.50
11, 5.00, 3.00, 5.00, 7.90
12, 5.00, 9.90, 5.00, 14.80
13, 5.00, 16.80, 5.00, 21.70
14, 5.00, 23.70, 5.00, 28.60
15, 5.00, 30.60, 5.00, 35.50
16, 7.50, 3.00, 7.50, 7.90
17, 7.50, 9.90, 7.50, 14.80
18, 7.50, 16.80, 7.50, 21.70
19, 7.50, 23.70, 7.50, 28.60
20, 7.50, 30.60, 7.50, 35.50
21, 10.00, 3.00, 10.00, 7.90
22, 10.00, 9.90, 10.00, 14.80
23, 10.00, 16.80, 10.00, 21.70
24, 10.00, 23.70, 10.00, 28.60
25, 10.00, 30.60, 10.00, 35.50
26, 12.50, 3.00, 12.50, 7.90
27, 12.50, 9.90, 12.50, 14.80
28, 12.50, 16.80, 12.50, 21.70
29, 12.50, 23.70, 12.50, 28.60
30, 12.50, 30.60, 12.50, 35.50
31, 15.00, 3.00, 15.00, 7.90
32, 15.00, 9.90, 15.00, 14.80
33, 15.00, 16.80, 15.00, 21.70
34, 15.00, 23.70, 15.00, 28.60
35, 15.00, 30.60, 15.00, 35.50
36, 17.50, 3.00, 17.50, 7.90
37, 17.50, 9.90, 17.50, 14.80
38, 17.50, 16.80, 17.50, 21.70
39, 17.50, 23.70, 17.50, 28.60
40, 17.50, 30.60, 17.50, 35.50
41, 20.00, 3.00, 20.00, 7.90
42, 20.00, 9.90, 20.00, 14.80
43, 20.00, 16.80, 20.00, 21.70
44, 20.00, 23.70, 20.00, 28.60
45, 20.00, 30.60, 20.00, 35.50
46, 22.50, 3.00, 22.50, 7.90
47, 22.50, 9.90, 22.50, 14.80
48, 22.50, 16.80, 22.50, 21.70
49, 22.50, 23.70, 22.50, 28.60
50, 22.50, 30.60, 22.50, 35.50
51, 25.00, 3.00, 25.00, 7.90
52, 25.00, 9.90, 25.00, 14.80
53, 25.00, 16.80, 25.00, 21.70
54, 25.00, 23.70, 25.00, 28.60
55, 25.00, 30.60, 25.00, 35.50
56, 27.50, 3.00, 27.50, 7.90
57, 27.50, 9.90, 27.50, 14.80
58, 27.50, 16.80, 27.50, 21.70
59, 27.50, 23.70, 27.50, 28.60
60, 27.50, 30.60, 27.50, 35.50
61, 30.00, 3.00, 30.00, 7.90
62, 30.00, 9.90, 30.00, 14.80
63, 30.00, 16.80, 30.00, 21.70
64, 30.00, 23.70, 30.00, 28.60
65, 30.00, 30.60, 30.00, 35.50
66, 32.50, 3.00, 32.50, 7.90
67, 32.50, 9.90, 32.50, 14.80
68, 32.50, 16.80, 32.50, 21.70
69, 32.50, 23.70, 32.50, 28.60
70, 32.50, 30.60, 32.50, 35.50
71, 35.00, 3.00, 35.00, 7.90
72, 35.00, 9.90, 35.00, 14.80
73, 35.00, 16.80, 35.00, 21.70
74, 35.00, 23.70, 35.00, 28.60
75, 35.00, 30.60, 35.00, 35.50
76, 37.50, 3.00, 37.50, 7.90
77, 37.50, 9.90, 37.50, 14.80
78, 37.50, 16.80, 37.50, 21.70
79, 37.50, 23.70, 37.50, 28.60
80, 37.50, 30.60, 37.50, 35.50
81, 40.00, 3.00, 40.00, 7.90
82, 40.00, 9.90, 40.00, 14.80
83, 40.00, 16.80, 40.00, 21.70
84, 40.00, 23.70, 40.00, 28.60
85, 40.00, 30.60, 40.00, 35.50
86, 42.50, 3.00, 42.50, 7.90
87, 42.50, 9.90, 42.50, 14.80
88, 42.50, 16.80, 42.50, 21.70
89, 42.50, 23.70, 42.50, 28.60
90, 42.50, 30.60, 42.50, 35.50
91, 45.00, 3.00, 45.00, 7.90
92, 45.00, 9.90, 45.00, 14.80
93, 45.00, 16.80, 45.00, 21.70
94, 45.00, 23.70, 45.00, 28.60
95, 45.00, 30.60, 45.00, 35.50
96, 47.50, 3.00, 47.50, 7.90
97, 47.50, 9.90, 47.50, 14.80
98, 47.50, 16.80, 47.50, 21.70
99, 47.50, 23.70, 47.50, 28.60
100, 47.50, 30.60, 47.50, 35.50
101, 50.00, 3.00, 50.00, 7.90
102, 50.00, 9.90, 50.00, 14.80
103, 50.00, 16.80, 50.00, 21.70
104, 50.00, 23.70, 50.00, 28.60
105, 50.00, 30.60, 50.00, 35.50
106, 52.50, 3.00, 52.50, 7.90
107, 52.50, 9.90, 52.50, 14.80
108, 52.50, 16.80, 52.50, 21.70
109, 52.50, 23.70, 52.50, 28.60
110, 52.50, 30.60, 52.50, 35.50
111, 55.00, 3.00, 55.00, 7.90
112, 55.00, 9.90, 55.00, 14.80
113, 55.00, 16.80, 55.00, 21.70
114, 55.00, 23.70, 55.00, 28.60
115, 55.00, 30.60, 55.00, 35.50
116, 57.50, 3.00, 57.50, 7.90
117, 57.50, 9.90, 57.50, 14.80
118, 57.50, 16.80, 57.50, 21.70
119, 57.50, 23.70, 57.50, 28.60
120, 57.50, 30.60, 57.50, 35.50
121, 60.00, 3.00, 60.00, 7.90
122, 60.00, 9.90, 60.00, 14.80
123, 60.00, 16.80, 60.00, 21.70
124, 60.00, 23.70, 60.00, 28.60
125, 60.00, 30.60, 60.00, 35.50
126, 62.50, 3.00, 62.50, 7.90
127, 62.50, 9.90, 62.50, 14.80
128, 62.50, 16.80, 62.50, 21.70
129, 62.50, 23.70, 62.50, 28.60
130, 62.50, 30.60, 62.50, 35.50
131, 65.00, 3.00, 65.00, 7.90
132, 65.00, 9.90, 65.00, 14.80
133, 65.00, 16.80, 65.00, 21.70
134, 65.00, 23.70, 65.00, 28.60
135, 65.00, 30.60, 65.00, 35.50
136, 67.50, 3.00, 67.50, 7.90
137, 67.50, 9.90, 67.50, 14.80
138, 67.50, 16.80, 67.50, 21.70
139, 67.50, 23.70, 67.50, 28.60
140, 67.50, 30.60, 67.50, 35.50
141, 70.00, 3.00, 70.00, 7.90
142, 70.00, 9.90, 70.00, 14.80
143, 70.00, 16.80, 70.00, 21.70
144, 70.00, 23.70, 70.00, 28.60
145, 70.00, 30.60, 70.00, 35.50
146, 72.50, 3.00, 72.50, 7.90
147, 72.50, 9.90, 72.50, 14.80
148, 72.50, 16.80, 72.50, 21.70
149, 72.50, 23.70, 72.50, 28.60
150, 72.50, 30.60, 72.50, 35.50
151, 75.00, 3.00, 75.00, 7.90
152, 75.00, 9.90, 75.00, 14.80
153, 75.00, 16.80, 75.00, 21.70
154, 75.00, 23.70, 75.00, 28.60
155, 75.00, 30.60, 75.00, 35.50
156, 77.50, 3.00, 77.50, 7.90
157, 77.50, 9.90, 77.50, 14.80
158, 77.50, 16.80, 77.50, 21.70
159, 77.50, 23.70, 77.50, 28.60
160, 77.50, 30.60, 77.50, 35.50
161, 80.00, 3.00, 80.00, 7.90
162, 80.00, 9.90, 80.00, 14.80
163, 80.00, 16.80, 80.00, 21.70
164, 80.00, 23.70, 80.00, 28.60
165, 80.00, 30.60, 80.00, 35.50
166, 82.50, 3.00, 82.50, 7.90
167, 82.50, 9.90, 82.50, 14.80
168, 82.50, 16.80, 82.50, 21.70
169, 82.50, 23.70, 82.50, 28.60
170, 82.50, 30.60, 82.50, 35.50
171, 85.00, 3.00, 85.00, 7.90
172, 85.00, 9.90, 85.00, 14.80
173, 85.00, 16.80, 85.00, 21.70
174, 85.00, 23.70, 85.00, 28.60
175, 85.00, 30.60, 85.00, 35.50
176, 87.50, 3.00, 87.50, 7.90
177, 87.50, 9.90, 87.50, 14.80
178, 87.50, 16.80, 87.50, 21.70
179, 87.50, 23.70, 87.50, 28.60
180, 87.50, 30.60, 87.50, 35.50
181, 90.00, 3.00, 90.00, 7.90
182, 90.00, 9.90, 90.00, 14.80
183, 90.00, 16.80, 90.00, 21.70
184, 90.00, 23.70, 90.00, 28.60
185, 90.00, 30.60, 90.00, 35.50
186, 92.50, 3.00, 92.50, 7.90
187, 92.50, 9.90, 92.50, 14.80
188, 92.50, 16.80, 92.50, 21.70
189, 92.50, 23.70, 92.50, 28.60
190, 92.50, 30.60, 92.50, 35.50
191, 95.00, 3.00, 95.00, 7.90
192, 95.00, 9.90, 95.00, 14.80
193, 95.00, 16.80, 95.00, 21.70
194, 95.00, 23.70, 95.00, 28.60
195, 95.00, 30.60, 95.00, 35.50
196, 97.50, 3.00, 97.50, 7.90
197, 97.50, 9.90, 97.50, 14.80
198, 97.50, 16.80, 97.50, 21.70
199, 97.50, 23.70, 97.50, 28.60
200, 97.50, 30.60, 97.50, 35.50
201, 100.00, 3.00, 100.00, 7.90
202, 100.00, 9.90, 100.00, 14.80
203, 100.00, 16.80, 100.00, 21.70
204, 100.00, 23.70, 100.00, 28.60
205, 100.00, 30.60, 100.00, 35.50
206, 102.50, 3.00, 102.50, 7.90
207, 102.50, 9.90, 102.50, 14.80
208, 102.50, 16.80, 102.50, 21.70
209, 102.50, 23.70, 102.50, 28.60
210, 102.50, 30.60, 102.50, 35.50
211, 105.00, 3.00, 105.00, 7.90
212, 105.00, 9.90, 105.00, 14.80
213, 105.00, 16.80, 105.00, 21.70
214, 105.00, 23.70, 105.00, 28.60
215, 105.00, 30.60, 105.00, 35.50
216, 107.50, 3.00, 107.50, 7.90
217, 107.50, 9.90, 107.50, 14.80
218, 107.50, 16.80, 107.50, 21.70
219, 107.50, 23.70, 107.50, 28.60
220, 107.50, 30.60, 107.50, 35.50
221, 110.00, 3.00, 110.00, 7.90
222, 110.00, 9.90, 110.00, 14.80
223, 110.00, 16.80, 110.00, 21.70
224, 110.00, 23.70, 110.00, 28.60
225, 110.00, 30.60, 110.00, 35.50
226, 112.50, 3.00, 112.50, 7.90
227, 112.50, 9.90, 112.50, 14.80
228, 112.50, 16.80, 112.50, 21.70
229, 112.50, 23.70, 112.50, 28.60
230, 112.50, 30.60, 112.50, 35.50
231, 115.00, 3.00, 115.00, 7.90
232, 115.00, 9.90, 115.00, 14.80
233, 115.00, 16.80, 115.00, 21.70
234, 115.00, 23.70, 115.00, 28.60
235, 115.00, 30.60, 115.00, 35.50
236, 117.50, 3.00, 117.50, 7.90
237, 117.50, 9.90, 117.50, 14.80
238, 117.50, 16.80, 117.50, 21.70
239, 117.50, 23.70, 117.50, 28.60
240, 117.50, 30.60, 117.50, 35.50
241, 120.00, 3.00, 120.00, 7.90
242, 120.00, 9.90, 120.00, 14.80
243, 120.00, 16.80, 120.00, 21.70
244, 120.00, 23.70, 120.00, 28.60
245, 120.00, 30.60, 120.00, 35.50
246, 122.50, 3.00, 122.50, 7.90
247, 122.50, 9.90, 122.50, 14.80
248, 122.50, 16.80, 122.50, 21.70
249, 122.50, 23.70, 122.50, 28.60
250, 122.50, 30.60, 122.50, 35.50
