id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 2.50, 3.00, 2.50, 7.90
7, 2.50, 9.90, 2.50, 14.80
8, 2.50, 16.80, 2.50, 21.70
9, 2.50, 23.70, 2.50, 28.60
10, 2.50, 30.60, 2.50, 35.50
11, 5.00, 3.00, 5.00, 7.90
12, 5.00, 9.90, 5.00, 14.80
13, 5.00, 16.80, 5.00, 21.70
14, 5.00, 23.70, 5.00, 28.60
15, 5.00, 30.60, 5.00, 35.50
16, 7.50, 3.00, 7.50, 7.90
17, 7.50, 9.90, 7.50, 14.80
18, 7.50, 16.80, 7.50, 21.70
19, 7.50, 23.70, 7.50, 28.60
20, 7.50, 30.60, 7.50, 35.50
21, 10.00, 3.00, 10.00, 7.90
22, 10.00, 9.90, 10.00, 14.80
23, 10.00, 16.80, 10.00, 21.70
24, 10.00, 23.70, 10.00, 28.60
25, 10.00, 30.60, 10.00, 35.50
26, 12.50, 3.00, 12.50, 7.90
27, 12.50, 9.90, 12.50, 14.80
28, 12.50, 16.80, 12.50, 21.70
29, 12.50, 23.70, 12.50, 28.60
30, 12.50, 30.60, 12.50, 35.50
31, 15.00, 3.00, 15.00, 7.90
32, 15.00, 9.90, 15.00, 14.80
33, 15.00, 16.80, 15.00, 21.70
34, 15.00, 23.70, 15.00, 28.60
35, 15.00, 30.60, 15.00, 35.50
36, 17.50, 3.00, 17.50, 7.90
37, 17.50, 9.90, 17.50, 14.80
38, 17.50, 16.80, 17.50, 21.70
39, 17.50, 23.70, 17.50, 28.60
40, 17.50, 30.60, 17.50, 35.50
41, 20.00, 3.00, 20.00, 7.90
42, 20.00, 9.90, 20.00, 14.80
43, 20.00, 16.80, 20.00, 21.70
44, 20.00, 23.70, 20.00, 28.60
45, 20.00, 30.60, 20.00, 35.50
46, 22.50, 3.00, 22.50, 7.90
47, 22.50, 9.90, 22.50, 14.80
48, 22.50, 16.80, 22.50, 21.70
49, 22.50, 23.70, 22.50, 28.60
50, 22.50, 30.60, 22.50, 35.50
51, 25.00, 3.00, 25.00, 7.90
52, 25.00, 9.90, 25.00, 14.80
53, 25.00, 16.80, 25.00, 21.70
54, 25.00, 23.70, 25.00, 28.60
55, 25.00, 30.60, 25.00, 35.50
56, 27.50, 3.00, 27.50, 7.90
57, 27.50, 9.90, 27.50, 14.80
58, 27.50, 16.80, 27.50, 21.70
59, 27.50, 23.70, 27.50, 28.60
60, 27.50, 30.60, 27.50, 35.50
61, 30.00, 3.00, 30.00, 7.90
62, 30.00, 9.90, 30.00, 14.80
63, 30.00, 16.80, 30.00, 21.70
64, 30.00, 23.70, 30.00, 28.60
65, 30.00, 30.60, 30.00, 35.50
66, 32.50, 3.00, 32.50, 7.90
67, 32.50, 9.90, 32.50, 14.80
68, 32.50, 16.80, 32.50, 21.70
69, 32.50, 23.70, 32.50, 28.60
70, 32.50, 30.60, 32.50, 35.50
71, 35.00, 3.00, 35.00, 7.90
72, 35.00, 9.90, 35.00, 14.80
73, 35.00, 16.80, 35.00, 21.70
74, 35.00, 23.70, 35.00, 28.60
75, 35.00, 30.60, 35.00, 35.50
76, 37.50, 3.00, 37.50, 7.90
77, 37.50, 9.90, 37.50, 14.80
78, 37.50, 16.80, 37.50, 21.70
79, 37.50, 23.70, 37.50, 28.60
80, 37.50, 30.60, 37.50, 35.50
81, 40.00, 3.00, 40.00, 7.90
82, 40.00, 9.90, 40.00, 14.80
83, 40.00, 16.80, 40.00, 21.70
84, 40.00, 23.70, 40.00, 28.60
85, 40.00, 30.60, 40.00, 35.50
86, 42.50, 3.00, 42.50, 7.90
87, 42.50, 9.90, 42.50, 14.80
88, 42.50, 16.80, 42.50, 21.70
89, 42.50, 23.70, 42.50, 28.60
90, 42.50, 30.60, 42.50, 35.50
91, 45.00, 3.00, 45.00, 7.90
92, 45.00, 9.90, 45.00, 14.80
93, 45.00, 16.80, 45.00, 21.70
94, 45.00, 23.70, 45.00, 28.60
95, 45.00, 30.60, 45.00, 35.50
96, 47.50, 3.00, 47.50, 7.90
97, 47.50, 9.90, 47.50, 14.80
98, 47.50, 16.80, 47.50, 21.70
99, 47.50, 23.70, 47.50, 28.60
100, 47.50, 30.60, 47.50, 35.50
