id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 2.50, 3.00, 2.50, 7.90
6, 2.50, 9.90, 2.50, 14.80
7, 2.50, 16.80, 2.50, 21.70
8, 2.50, 23.70, 2.50, 28.60
9, 5.00, 3.00, 5.00, 7.90
10, 5.00, 9.90, 5.00, 14.80
11, 5.00, 16.80, 5.00, 21.70
12, 5.00, 23.70, 5.00, 28.60
13, 7.50, 3.00, 7.50, 7.90
14, 7.50, 9.90, 7.50, 14.80
15, 7.50, 16.80, 7.50, 21.70
16, 7.50, 23.70, 7.50, 28.60
17, 10.00, 3.00, 10.00, 7.90
18, 10.00, 9.90, 10.00, 14.80
19, 10.00, 16.80, 10.00, 21.70
20, 10.00, 23.70, 10.00, 28.60
21, 12.50, 3.00, 12.50, 7.90
22, 12.50, 9.90, 12.50, 14.80
23, 12.50, 16.80, 12.50, 21.70
24, 12.50, 23.70, 12.50, 28.60
25, 15.00, 3.00, 15.00, 7.90
26, 15.00, 9.90, 15.00, 14.80
27, 15.00, 16.80, 15.00, 21.70
28, 15.00, 23.70, 15.00, 28.60
29, 17.50, 3.00, 17.50, 7.90
30, 17.50, 9.90, 17.50, 14.80
31, 17.50, 16.80, 17.50, 21.70
32, 17.50, 23.70, 17.50, 28.60
33, 20.00, 3.00, 20.00, 7.90
34, 20.00, 9.90, 20.00, 14.80
35, 20.00, 16.80, 20.00, 21.70
36, 20.00, 23.70, 20.00, 28.60
37, 22.50, 3.00, 22.50, 7.90
38, 22.50, 9.90, 22.50, 14.80
39, 22.50, 16.80, 22.50, 21.70
40, 22.50, 23.70, 22.50, 28.60
41, 25.00, 3.00, 25.00, 7.90
42, 25.00, 9.90, 25.00, 14.80
43, 25.00, 16.80, 25.00, 21.70
44, 25.00, 23.70, 25.00, 28.60
45, 27.50, 3.00, 27.50, 7.90
46, 27.50, 9.90, 27.50, 14.80
47, 27.50, 16.80, 27.50, 21.70
48, 27.50, 23.70, 27.50, 28.60
49, 30.00, 3.00, 30.00, 7.90
50, 30.00, 9.90, 30.00, 14.80
51, 30.00, 16.80, 30.00, 21.70
52, 30.00, 23.70, 30.00, 28.60
53, 32.50, 3.00, 32.50, 7.90
54, 32.50, 9.90, 32.50, 14.80
55, 32.50, 16.80, 32.50, 21.70
56, 32.50, 23.70, 32.50, 28.60
57, 35.00, 3.00, 35.00, 7.90
58, 35.00, 9.90, 35.00, 14.80
59, 35.00, 16.80, 35.00, 21.70
60, 35.00, 23.70, 35.00, 28.60
61, 37.50, 3.00, 37.50, 7.90
62, 37.50, 9.90, 37.50, 14.80
63, 37.50, 16.80, 37.50, 21.70
64, 37.50, 23.70, 37.50, 28.60
65, 40.00, 3.00, 40.00, 7.90
66, 40.00, 9.90, 40.00, 14.80
67, 40.00, 16.80, 40.00, 21.70
68, 40.00, 23.70, 40.00, 28.60
69, 42.50, 3.00, 42.50, 7.90
70, 42.50, 9.90, 42.50, 14.80
71, 42.50, 16.80, 42.50, 21.70
72, 42.50, 23.70, 42.50, 28.60
73, 45.00, 3.00, 45.00, 7.90
74, 45.00, 9.90, 45.00, 14.80
75, 45.00, 16.80, 45.00, 21.70
76, 45.00, 23.70, 45.00, 28.60
77, 47.50, 3.00, 47.50, 7.90
78, 47.50, 9.90, 47.50, 14.80
79, 47.50, 16.80, 47.50, 21.70
80, 47.50, 23.70, 47.50, 28.60
81, 50.00, 3.00, 50.00, 7.90
82, 50.00, 9.90, 50.00, 14.80
83, 50.00, 16.80, 50.00, 21.70
84, 50.00, 23.70, 50.00, 28.60
85, 52.50, 3.00, 52.50, 7.90
86, 52.50, 9.90, 52.50, 14.80
87, 52.50, 16.80, 52.50, 21.70
88, 52.50, 23.70, 52.50, 28.60
89, 55.00, 3.00, 55.00, 7.90
90, 55.00, 9.90, 55.00, 14.80
91, 55.00, 16.80, 55.00, 21.70
92, 55.00, 23.70, 55.00, 28.60
93, 57.50, 3.00, 57.50, 7.90
94, 57.50, 9.90, 57.50, 14.80
95, 57.50, 16.80, 57.50, 21.70
96, 57.50, 23.70, 57.50, 28.60
97, 60.00, 3.00, 60.00, 7.90
98, 60.00, 9.90, 60.00, 14.80
99, 60.00, 16.80, 60.00, 21.70
100, 60.00, 23.70, 60.00, 28.60
101, 62.50, 3.00, 62.50, 7.90
102, 62.50, 9.90, 62.50, 14.80
103, 62.50, 16.80, 62.50, 21.70
104, 62.50, 23.70, 62.50, 28.60
105, 65.00, 3.00, 65.00, 7.90
106, 65.00, 9.90, 65.00, 14.80
107, 65.00, 16.80, 65.00, 21.70
108, 65.00, 23.70, 65.00, 28.60
109, 67.50, 3.00, 67.50, 7.90
110, 67.50, 9.90, 67.50, 14.80
111, 67.50, 16.80, 67.50, 21.70
112, 67.50, 23.70, 67.50, 28.60
113, 70.00, 3.00, 70.00, 7.90
114, 70.00, 9.90, 70.00, 14.80
115, 70.00, 16.80, 70.00, 21.70
116, 70.00, 23.70, 70.00, 28.60
117, 72.50, 3.00, 72.50, 7.90
118, 72.50, 9.90, 72.50, 14.80
119, 72.50, 16.80, 72.50, 21.70
120, 72.50, 23.70, 72.50, 28.60
121, 75.00, 3.00, 75.00, 7.90
122, 75.00, 9.90, 75.00, 14.80
123, 75.00, 16.80, 75.00, 21.70
124, 75.00, 23.70, 75.00, 28.60
125, 77.50, 3.00, 77.50, 7.90
126, 77.50, 9.90, 77.50, 14.80
127, 77.50, 16.80, 77.50, 21.70
128, 77.50, 23.70, 77.50, 28.60
129, 80.00, 3.00, 80.00, 7.90
130, 80.00, 9.90, 80.00, 14.80
131, 80.00, 16.80, 80.00, 21.70
132, 80.00, 23.70, 80.00, 28.60
133, 82.50, 3.00, 82.50, 7.90
134, 82.50, 9.90, 82.50, 14.80
135, 82.50, 16.80, 82.50, 21.70
136, 82.50, 23.70, 82.50, 28.60
137, 85.00, 3.00, 85.00, 7.90
138, 85.00, 9.90, 85.00, 14.80
139, 85.00, 16.80, 85.00, 21.70
140, 85.00, 23.70, 85.00, 28.60
141, 87.50, 3.00, 87.50, 7.90
142, 87.50, 9.90, 87.50, 14.80
143, 87.50, 16.80, 87.50, 21.70
144, 87.50, 23.70, 87.50, 28.60
145, 90.00, 3.00, 90.00, 7.90
146, 90.00, 9.90, 90.00, 14.80
147, 90.00, 16.80, 90.00, 21.70
148, 90.00, 23.70, 90.00, 28.60
149, 92.50, 3.00, 92.50, 7.90
150, 92.50, 9.90, 92.50, 14.80
151, 92.50, 16.80, 92.50, 21.70
152, 92.50, 23.70, 92.50, 28.60
153, 95.00, 3.00, 95.00, 7.90
154, 95.00, 9.90, 95.00, 14.80
155, 95.00, 16.80, 95.00, 21.70
156, 95.00, 23.70, 95.00, 28.60
157, 97.50, 3.00, 97.50, 7.90
158, 97.50, 9.90, 97.50, 14.80
159, 97.50, 16.80, 97.50, 21.70
160, 97.50, 23.70, 97.50, 28.60
