id, start_x, start_y, end_x, end_y
1, 0.00, 3.00, 0.00, 7.90
2, 0.00, 9.90, 0.00, 14.80
3, 0.00, 16.80, 0.00, 21.70
4, 0.00, 23.70, 0.00, 28.60
5, 0.00, 30.60, 0.00, 35.50
6, 0.00, 37.50, 0.00, 42.40
7, 0.00, 44.40, 0.00, 49.30
8, 0.00, 51.30, 0.00, 56.20
9, 0.00, 58.20, 0.00, 63.10
10, 0.00, 65.10, 0.00, 70.00
11, 2.50, 3.00, 2.50, 7.90
12, 2.50, 9.90, 2.50, 14.80
13, 2.50, 16.80, 2.50, 21.70
14, 2.50, 23.70, 2.50, 28.60
15, 2.50, 30.60, 2.50, 35.50
16, 2.50, 37.50, 2.50, 42.40
17, 2.50, 44.40, 2.50, 49.30
18, 2.50, 51.30, 2.50, 56.20
19, 2.50, 58.20, 2.50, 63.10
20, 2.50, 65.10, 2.50, 70.00
21, 5.00, 3.00, 5.00, 7.90
22, 5.00, 9.90, 5.00, 14.80
23, 5.00, 16.80, 5.00, 21.70
24, 5.00, 23.70, 5.00, 28.60
25, 5.00, 30.60, 5.00, 35.50
26, 5.00, 37.50, 5.00, 42.40
27, 5.00, 44.40, 5.00, 49.30
28, 5.00, 51.30, 5.00, 56.20
29, 5.00, 58.20, 5.00, 63.10
30, 5.00, 65.10, 5.00, 70.00
31, 7.50, 3.00, 7.50, 7.90
32, 7.50, 9.90, 7.50, 14.80
33, 7.50, 16.80, 7.50, 21.70
34, 7.50, 23.70, 7.50, 28.60
35, 7.50, 30.60, 7.50, 35.50
36, 7.50, 37.50, 7.50, 42.40
37, 7.50, 44.40, 7.50, 49.30
38, 7.50, 51.30, 7.50, 56.20
39, 7.50, 58.20, 7.50, 63.10
40, 7.50, 65.10, 7.50, 70.00
41, 10.00, 3.00, 10.00, 7.90
42, 10.00, 9.90, 10.00, 14.80
43, 10.00, 16.80, 10.00, 21.70
44, 10.00, 23.70, 10.00, 28.60
45, 10.00, 30.60, 10.00, 35.50
46, 10.00, 37.50, 10.00, 42.40
47, 10.00, 44.40, 10.00, 49.30
48, 10.00, 51.30, 10.00, 56.20
49, 10.00, 58.20, 10.00, 63.10
50, 10.00, 65.10, 10.00, 70.00
51, 12.50, 3.00, 12.50, 7.90
52, 12.50, 9.90, 12.50, 14.80
53, 12.50, 16.80, 12.50, 21.70
54, 12.50, 23.70, 12.50, 28.60
55, 12.50, 30.60, 12.50, 35.50
56, 12.50, 37.50, 12.50, 42.40
57, 12.50, 44.40, 12.50, 49.30
58, 12.50, 51.30, 12.50, 56.20
59, 12.50, 58.20, 12.50, 63.10
60, 12.50, 65.10, 12.50, 70.00
61, 15.00, 3.00, 15.00, 7.90
62, 15.00, 9.90, 15.00, 14.80
63, 15.00, 16.80, 15.00, 21.70
64, 15.00, 23.70, 15.00, 28.60
65, 15.00, 30.60, 15.00, 35.50
66, 15.00, 37.50, 15.00, 42.40
67, 15.00, 44.40, 15.00, 49.30
68, 15.00, 51.30, 15.00, 56.20
69, 15.00, 58.20, 15.00, 63.10
70, 15.00, 65.10, 15.00, 70.00
71, 17.50, 3.00, 17.50, 7.90
72, 17.50, 9.90, 17.50, 14.80
73, 17.50, 16.80, 17.50, 21.70
74, 17.50, 23.70, 17.50, 28.60
75, 17.50, 30.60, 17.50, 35.50
76, 17.50, 37.50, 17.50, 42.40
77, 17.50, 44.40, 17.50, 49.30
78, 17.50, 51.30, 17.50, 56.20
79, 17.50, 58.20, 17.50, 63.10
80, 17.50, 65.10, 17.50, 70.00
81, 20.00, 3.00, 20.00, 7.90
82, 20.00, 9.90, 20.00, 14.80
83, 20.00, 16.80, 20.00, 21.70
84, 20.00, 23.70, 20.00, 28.60
85, 20.00, 30.60, 20.00, 35.50
86, 20.00, 37.50, 20.00, 42.40
87, 20.00, 44.40, 20.00, 49.30
88, 20.00, 51.30, 20.00, 56.20
89, 20.00, 58.20, 20.00, 63.10
90, 20.00, 65.10, 20.00, 70.00
91, 22.50, 3.00, 22.50, 7.90
92, 22.50, 9.90, 22.50, 14.80
93, 22.50, 16.80, 22.50, 21.70
94, 22.50, 23.70, 22.50, 28.60
95, 22.50, 30.60, 22.50, 35.50
96, 22.50, 37.50, 22.50, 42.40
97, 22.50, 44.40, 22.50, 49.30
98, 22.50, 51.30, 22.50, 56.20
99, 22.50, 58.20, 22.50, 63.10
100, 22.50, 65.10, 22.50, 70.00
101, 25.00, 3.00, 25.00, 7.90
102, 25.00, 9.90, 25.00, 14.80
103, 25.00, 16.80, 25.00, 21.70
104, 25.00, 23.70, 25.00, 28.60
105, 25.00, 30.60, 25.00, 35.50
106, 25.00, 37.50, 25.00, 42.40
107, 25.00, 44.40, 25.00, 49.30
108, 25.00, 51.30, 25.00, 56.20
109, 25.00, 58.20, 25.00, 63.10
110, 25.00, 65.10, 25.00, 70.00
111, 27.50, 3.00, 27.50, 7.90
112, 27.50, 9.90, 27.50, 14.80
113, 27.50, 16.80, 27.50, 21.70
114, 27.50, 23.70, 27.50, 28.60
115, 27.50, 30.60, 27.50, 35.50
116, 27.50, 37.50, 27.50, 42.40
117, 27.50, 44.40, 27.50, 49.30
118, 27.50, 51.30, 27.50, 56.20
119, 27.50, 58.20, 27.50, 63.10
120, 27.50, 65.10, 27.50, 70.00
121, 30.00, 3.00, 30.00, 7.90
122, 30.00, 9.90, 30.00, 14.80
123, 30.00, 16.80, 30.00, 21.70
124, 30.00, 23.70, 30.00, 28.60
125, 30.00, 30.60, 30.00, 35.50
126, 30.00, 37.50, 30.00, 42.40
127, 30.00, 44.40, 30.00, 49.30
128, 30.00, 51.30, 30.00, 56.20
129, 30.00, 58.20, 30.00, 63.10
130, 30.00, 65.10, 30.00, 70.00
131, 32.50, 3.00, 32.50, 7.90
132, 32.50, 9.90, 32.50, 14.80
133, 32.50, 16.80, 32.50, 21.70
134, 32.50, 23.70, 32.50, 28.60
135, 32.50, 30.60, 32.50, 35.50
136, 32.50, 37.50, 32.50, 42.40
137, 32.50, 44.40, 32.50, 49.30
138, 32.50, 51.30, 32.50, 56.20
139, 32.50, 58.20, 32.50, 63.10
140, 32.50, 65.10, 32.50, 70.00
141, 35.00, 3.00, 35.00, 7.90
142, 35.00, 9.90, 35.00, 14.80
143, 35.00, 16.80, 35.00, 21.70
144, 35.00, 23.70, 35.00, 28.60
145, 35.00, 30.60, 35.00, 35.50
146, 35.00, 37.50, 35.00, 42.40
147, 35.00, 44.40, 35.00, 49.30
148, 35.00, 51.30, 35.00, 56.20
149, 35.00, 58.20, 35.00, 63.10
150, 35.00, 65.10, 35.00, 70.00
151, 37.50, 3.00, 37.50, 7.90
152, 37.50, 9.90, 37.50, 14.80
153, 37.50, 16.80, 37.50, 21.70
154, 37.50, 23.70, 37.50, 28.60
155, 37.50, 30.60, 37.50, 35.50
156, 37.50, 37.50, 37.50, 42.40
157, 37.50, 44.40, 37.50, 49.30
158, 37.50, 51.30, 37.50, 56.20
159, 37.50, 58.20, 37.50, 63.10
160, 37.50, 65.10, 37.50, 70.00
161, 40.00, 3.00, 40.00, 7.90
162, 40.00, 9.90, 40.00, 14.80
163, 40.00, 16.80, 40.00, 21.70
164, 40.00, 23.70, 40.00, 28.60
165, 40.00, 30.60, 40.00, 35.50
166, 40.00, 37.50, 40.00, 42.40
167, 40.00, 44.40, 40.00, 49.30
168, 40.00, 51.30, 40.00, 56.20
169, 40.00, 58.20, 40.00, 63.10
170, 40.00, 65.10, 40.00, 70.00
171, 42.50, 3.00, 42.50, 7.90
172, 42.50, 9.90, 42.50, 14.80
173, 42.50, 16.80, 42.50, 21.70
174, 42.50, 23.70, 42.50, 28.60
175, 42.50, 30.60, 42.50, 35.50
176, 42.50, 37.50, 42.50, 42.40
177, 42.50, 44.40, 42.50, 49.30
178, 42.50, 51.30, 42.50, 56.20
179, 42.50, 58.20, 42.50, 63.10
180, 42.50, 65.10, 42.50, 70.00
181, 45.00, 3.00, 45.00, 7.90
182, 45.00, 9.90, 45.00, 14.80
183, 45.00, 16.80, 45.00, 21.70
184, 45.00, 23.70, 45.00, 28.60
185, 45.00, 30.60, 45.00, 35.50
186, 45.00, 37.50, 45.00, 42.40
187, 45.00, 44.40, 45.00, 49.30
188, 45.00, 51.30, 45.00, 56.20
189, 45.00, 58.20, 45.00, 63.10
190, 45.00, 65.10, 45.00, 70.00
191, 47.50, 3.00, 47.50, 7.90
192, 47.50, 9.90, 47.50, 14.80
193, 47.50, 16.80, 47.50, 21.70
194, 47.50, 23.70, 47.50, 28.60
195, 47.50, 30.60, 47.50, 35.50
196, 47.50, 37.50, 47.50, 42.40
197, 47.50, 44.40, 47.50, 49.30
198, 47.50, 51.30, 47.50, 56.20
199, 47.50, 58.20, 47.50, 63.10
200, 47.50, 65.10, 47.50, 70.00
