location id,x,y,z,face,bin id,aisle id
1,0.00,3.00,0.40,0,1,1
2,0.00,3.00,0.40,2,2,1
3,0.00,3.00,0.80,0,3,1
4,0.00,3.00,0.80,2,4,1
5,0.00,3.00,1.20,0,5,1
6,0.00,3.00,1.20,2,6,1
7,0.00,3.00,1.60,0,7,1
8,0.00,3.00,1.60,2,8,1
9,0.00,3.00,2.00,0,9,1
10,0.00,3.00,2.00,2,10,1
11,0.00,3.00,2.40,0,11,1
12,0.00,3.00,2.40,2,12,1
13,0.00,3.00,2.80,0,13,1
14,0.00,3.00,2.80,2,14,1
15,0.00,3.00,3.20,0,15,1
16,0.00,3.00,3.20,2,16,1
17,0.00,3.00,3.60,0,17,1
18,0.00,3.00,3.60,2,18,1
19,0.00,3.00,4.00,0,19,1
20,0.00,3.00,4.00,2,20,1
21,0.00,3.70,0.40,0,21,1
22,0.00,3.70,0.40,2,22,1
23,0.00,3.70,0.80,0,23,1
24,0.00,3.70,0.80,2,24,1
25,0.00,3.70,1.20,0,25,1
26,0.00,3.70,1.20,2,26,1
27,0.00,3.70,1.60,0,27,1
28,0.00,3.70,1.60,2,28,1
29,0.00,3.70,2.00,0,29,1
30,0.00,3.70,2.00,2,30,1
31,0.00,3.70,2.40,0,31,1
32,0.00,3.70,2.40,2,32,1
33,0.00,3.70,2.80,0,33,1
34,0.00,3.70,2.80,2,34,1
35,0.00,3.70,3.20,0,35,1
36,0.00,3.70,3.20,2,36,1
37,0.00,3.70,3.60,0,37,1
38,0.00,3.70,3.60,2,38,1
39,0.00,3.70,4.00,0,39,1
40,0.00,3.70,4.00,2,40,1
41,0.00,4.40,0.40,0,41,1
42,0.00,4.40,0.40,2,42,1
43,0.00,4.40,0.80,0,43,1
44,0.00,4.40,0.80,2,44,1
45,0.00,4.40,1.20,0,45,1
46,0.00,4.40,1.20,2,46,1
47,0.00,4.40,1.60,0,47,1
48,0.00,4.40,1.60,2,48,1
49,0.00,4.40,2.00,0,49,1
50,0.00,4.40,2.00,2,50,1
51,0.00,4.40,2.40,0,51,1
52,0.00,4.40,2.40,2,52,1
53,0.00,4.40,2.80,0,53,1
54,0.00,4.40,2.80,2,54,1
55,0.00,4.40,3.20,0,55,1
56,0.00,4.40,3.20,2,56,1
57,0.00,4.40,3.60,0,57,1
58,0.00,4.40,3.60,2,58,1
59,0.00,4.40,4.00,0,59,1
60,0.00,4.40,4.00,2,60,1
61,0.00,5.10,0.40,0,61,1
62,0.00,5.10,0.40,2,62,1
63,0.00,5.10,0.80,0,63,1
64,0.00,5.10,0.80,2,64,1
65,0.00,5.10,1.20,0,65,1
66,0.00,5.10,1.20,2,66,1
67,0.00,5.10,1.60,0,67,1
68,0.00,5.10,1.60,2,68,1
69,0.00,5.10,2.00,0,69,1
70,0.00,5.10,2.00,2,70,1
71,0.00,5.10,2.40,0,71,1
72,0.00,5.10,2.40,2,72,1
73,0.00,5.10,2.80,0,73,1
74,0.00,5.10,2.80,2,74,1
75,0.00,5.10,3.20,0,75,1
76,0.00,5.10,3.20,2,76,1
77,0.00,5.10,3.60,0,77,1
78,0.00,5.10,3.60,2,78,1
79,0.00,5.10,4.00,0,79,1
80,0.00,5.10,4.00,2,80,1
